t, C
-0.05263614855331988, -0.0000038158560381585605
0.1969785765448981, -0.000014967117149671172
0.26480866488680516, 0.0000052106670521066705
0.45267087755855095, -0.000006836742068367421
0.643246293763973, 0.000004538556045385561
0.7922554318334745, -0.0000035050950350509503
0.9258535738316945, 0.00000596227505962275
1.1039482537822058, -0.0000031148370311483705
1.3608343643506762, 0.0000044807400448074
1.5728983525428144, -0.000011996820119968202
1.641705194156845, 0.000004300065043000651
1.8278309565670379, 0.000004451832044518321
1.9438475396670356, -0.000008246007082460071
2.0827635605912613, 6.4320300643203e-7
2.287881747737188, -6.6488400664884e-7
2.4022704087169804, -0.00001111512611115126
2.610101799396584, -0.000004379562043795621
2.766924963643073, 0.0000038158560381585605
2.921794621345315, -0.0000014670810146708101
3.2173167502333357, -0.0000043867890438678905
3.313147099042782, 0.00001031292910312929
3.548653165765883, -0.000006518754065187541
3.6449176271407175, 0.00000786297607862976
3.776779318877385, -0.0000068511960685119606
3.872067026980096, 0.000006330852063308521
4.12037941438215, 0.0000037291320372913205
4.248659677454364, -0.0000027101250271012504
4.441514184628074, -0.00000804365108043651
4.6542293416682945, -0.0000013153140131531402
4.843610948318899, -0.000005832189058321891
5.0879077944911115, -0.000021514779215147794
5.214668663584468, -0.000005181759051817591
5.214668663584468, -0.000006106815061068151
5.250374422087647, 0.00011240875912408759
5.302467929934232, 0.0002503505095035051
5.368561568014586, 0.00037126544771265446
5.458748453473986, 0.00047773361277733613
5.497710056217578, 0.00054941099949411
5.544051572572768, 0.0005863192888631929
5.780100280002605, 0.0006117583291175833
6.012241974343947, 0.0005466213774662137
6.224740075101474, 0.0004686854086868541
6.5314406025482405, 0.0003629254896292549
6.831520913372838, 0.00029895931198959313
7.295044605066094, 0.00021892028618920287
7.535217381867119, 0.00017994507479945074
7.795142280393306, 0.00015601647756016479
7.997655792146904, 0.00014581195345811954
8.310216839226412, 0.00011485871214858712
8.4725749386816, 0.00011613789116137892
8.654576631720605, 0.00009671894196718942
9.002517852879253, 0.00008773578087735781
9.002517852879253, 0.00008773578087735781
9.212302750103103, 0.00007474886174748862
9.430444314210675, 0.00006831683168316831
9.599314102146687, 0.00007633880176338802
9.876494975147056, 0.00004965671749656718
10.315599835037226, 0.000047640384476403844
10.671572138655554, 0.000048008961480089615
11.102645916086042, 0.00003704560237045602
11.576154196783227, 0.000035824239358242395
11.83586203902672, 0.000028900773289007732
12.087864383234573, 0.00003058466430584664
12.284951487920818, 0.0000367131603671316
12.404223915261227, 0.000027166293271662933
12.750862798723709, 0.000025475175254751753
12.903670421740358, 0.000034732962347329625
13.217099693950642, 0.000025684758256847583
13.50350545896551, 0.000028315386283153863
13.938703305767186, 0.000021673773216737732
14.270365305723775, 0.000030779793307797936
14.461483362635931, 0.000044438823444388235
14.554817564194396, 0.000023849100238491
14.813114540600377, 0.00001625352316253523
15.092140392003646, 0.000029854737298547372
15.6901304508259, 0.000019368360193683604
15.937574613097176, 0.000021673773216737732
16.139654012285387, 0.00001975139119751391
16.37613683228061, 0.0000315097203150972
16.503548870222048, 0.000004769820047698201
16.663085238002214, 0.000030866517308665176
16.974886588092293, 0.000014273325142733252
17.61357469991969, 0.000014273325142733252
17.74652167306983, 0.0000030931560309315603
17.92819778168479, 0.00002516441425164414
18.125936055219118, 0.000007935246079352461
18.35297692691715, 0.000013037508130375081
18.624188752143432, 0.000011071764110717641
19.04679733454885, 0.000024672978246729783
19.3889865642161, 0.000015032160150321601
19.865967745436393, 0.000005355207053552071
20.296173297736104, 0.000017366481173664812
20.517570706084086, 0.000006887331068873311
20.85531028195611, 0.000006395895063958951
